,birthday,known_for_department,deathday,id,name,gender,biography,place_of_birth,profile_path
1810,1961-12-01,Acting,,18325,Jeremy Northam,2,"From Wikipedia, the free encyclopedia

Jeremy Philip Northam (born 1 December 1961) is an English actor. He is best known for his roles as Ivor Novello in the 2001 film Gosford Park, as Dean Martin in the 2002 television movie Martin and Lewis, and as Thomas More on the Showtime series The Tudors. Most recently, he starred in the now-canceled CBS drama Miami Medical.

Description above from the Wikipedia article Jeremy Northam, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Cambridge, Cambridgeshire, England, UK",/8NkPuXeJ8nXXIhgrmS8g7kcaTOS.jpg
1811,1956-10-26,Acting,,12931,Rita Wilson,1,"From Wikipedia, the free encyclopedia

Rita Wilson (born October 26, 1956) is an American actress and producer.

Description above from the Wikipedia article Rita Wilson, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Los Angeles, California, USA",/jsIeIIzvirqMMCua4fA0ziRsRIs.jpg
1812,1984-12-01,Acting,,13842,Judith Vittet,0,"​From Wikipedia, the free encyclopedia.  

Judith Vittet (born December 1984) is a French actress best known for her role as the streetwise orphan ""Miette"" in La Cité des enfants perdus (English: The City of Lost Children) (1995). She was nominated for a 1996 Saturn Award in the category of Best Performance By a Younger Actor.

Judith Vittet was picked out of hundreds of young actresses auditioning for the part of Miette (""Crumb"").

The director Jean-Pierre Jeunet explains: ""We did tests with her, and she had shown a toughness out of the ordinary, and perfect professionalism: she had the right tone, she understands everything, she was totally amazing.""

Vittet enjoyed her time as an actress in this movie but was not certain as to whether she would continue acting, mentioning that she doesn't want to be an actress, but an architect or an archaeologist.

Vittet herself was quite touched by her own performance in the film, but credits that to the director Jean-Pierre Jeunet's guidance.

Prior to her role as Miette, Vittet was cast as Lili in Personne ne m'aime (1994). She also had roles in Nelly et Monsieur Arnaud (1995) and K (1997).

Description above from the Wikipedia article Judith Vittet   licensed under CC-BY-SA, full list of contributors on Wikipedia.","Paris, France",/eFCIj6Kb3Tcf5JQwD2ExSxTtWK6.jpg
1813,1951-07-18,Acting,,452,Margo Martindale,1,"Margo Martindale (born July 18, 1951) is an American film, stage, and television actress. In 2011, she won an Emmy Award for her role as Mags Bennett on Justified. She has played supporting roles in several films, including The Hours, Million Dollar Baby as Hilary Swank's character's mother, The Firm, Lorenzo's Oil, Marvin's Room, The Savages, and Paris, je t'aime. She was also nominated for a Tony Award for Best Featured Actress in 2004.

Margo Martindale was born July 18, 1951, in Jacksonville, Texas, to parents William Everett and Margaret (Pruitt) Martindale. In addition to owning and operating a lumber company in Jacksonville, her father was known as a champion dog handler in Texas and throughout the southern United States. Margo was the youngest of three children and only daughter. Her oldest brother is professional golfer and golf course designer Billy Martindale. Middle child, brother Bobby Tim, died in 2004. Margo Martindale participated in golf, cheerleading and drama while in school and was crowned ""Football Sweetheart"" as well as ""Miss Jacksonville High School 1969.""  Following graduation from Jacksonville High School in 1969, Martindale attended Lon Morris College, then transferred to the University of Michigan at Ann Arbor. While at Michigan, she also did summer study at Harvard University, appearing onstage with future movie and TV stars Jonathan Frakes and Christopher Reeve.

Description above from the Wikipedia article Margo Martindale, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Jacksonville, Texas, USA",/u0aXXIvYl6tbqNYALUK9OKVHclg.jpg
1814,,Acting,,218094,Kai Soremekun,1,,,
1815,1977-07-27,Acting,,76093,Carmen Chaplin,1,"​From Wikipedia, the free encyclopedia.

Carmen Chaplin is an actress, who belongs to the family of Charlie Chaplin.

Description above from the Wikipedia article Carmen Chaplin, licensed under CC-BY-SA, full list of contributors on Wikipedia","London, England, UK",/dfVkdRgFyJEsBYeGllw11q5yUPZ.jpg
1816,1958-04-03,Acting,,7447,Alec Baldwin,2,"An American actor who has appeared on film, stage, and television. Baldwin first gained recognition through television for his work, for two seasons (6 and 7), on the soap opera Knots Landing, in the role of Joshua Rush. He has since played both leading and supporting roles in films such as Beetlejuice (1988), The Hunt for Red October (1990), The Marrying Man (1991), The Shadow (1994), Notting Hill (1999), Thomas and the Magic Railroad (2000), Final Fantasy: The Spirits Within (2001), The Aviator (2004) and The Departed (2006). His performance in the 2003 film The Cooler garnered him a nomination for the Academy Award for Best Supporting Actor. Since 2006 he has starred as Jack Donaghy on the NBC sitcom 30 Rock, receiving critical acclaim for his performance and winning two Emmy Awards, four Golden Globe Awards, and seven Screen Actors Guild Awards for his work on the show, making him the single male with most SAG's ever. He is the oldest of the Baldwin brothers working in Hollywood. Description above from the Wikipedia article Alec Baldwin, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Amityville, New York, USA",/zFtp13AZyPbqbj6yHujPWHO5ioh.jpg
1817,,Acting,,1853634,Jo-Jo Lowe,1,,,
1818,1962-08-20,Acting,,41742,Ravil Isyanov,2,Ravil Isyanov is a Russian-American film and television actor. He's a graduate of the Moscow Art Theater School and studied at the Oxford branch of British American Drama Academy.,"Voskresensk, Moscow Oblast, Russian SFSR, USSR [now Russia]",/kJkFC0qq7OeXgFTpBffWaSaeuOZ.jpg
1819,1935-01-03,Acting,2019-07-19,55037,Jeremy Kemp,2,"From Wikipedia, the free encyclopedia

Jeremy Kemp (3 January 1935 - 19 July 2019) was an English actor. He was known for his roles in the miniseries The Winds of War, The Blue Max and Z-Cars.

Kemp was born Jeremy Walker in Chesterfield, Derbyshire, the son of Elsa May (née Kemp) and Edmund Reginald Walker, an engineer, and studied acting at the Central School of Speech and Drama. His TV credits include: Colditz, Space: 1999 and a number of American series such as: Hart to Hart, The Greatest American Hero, The Fall Guy, Conan the Adventurer, Star Trek: The Next Generation, The Winds of War, War and Remembrance and Murder, She Wrote.

His film roles include: Dr. Terror's House of Horrors, Operation Crossbow, The Blue Max, A Bridge Too Far, Top Secret! and Four Weddings and a Funeral. He also appeared as Cornwall in the 1984 TV movie version of King Lear opposite Laurence Olivier as Lear.

Description above from the Wikipedia article Jeremy Kemp, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Chesterfield, Derbyshire, England, UK",/9IxFAtzRvSwLXeUslPvglP7AJgb.jpg
1820,,Crew,,61570,Russell Towery,2,,,/jqaMgJe1MDjkO0gSQFs9YhrMS8z.jpg
1821,1944-09-22,Directing,2004-01-04,18069,Brian Gibson,2,"From Wikipedia, the free encyclopedia.

Brian Gibson (22 September 1944 — 4 January 2004) was an English film director.

Born in Reading, Berkshire, he studied Natural Sciences at St. Catharine's College, Cambridge graduating with an upper-second, and then History of Science at Darwin College, Cambridge. He intended to become a doctor, but became interested in journalism and edited Granta, the Cambridge University magazine.

After travelling in Turkey, Israel and Syria, Brian started at the BBC as a research assistant for Rene Cutforth's program, ""Europa."" He then produced several excellent editions of Horizon, a science TV magazine. Gibson received a BAFTA award and the 1975 Prix Italia for the ""Horizon"" episode Joey, based on ""Tongue tied"" the story of a brain-damaged child, by Joey Deacon who, in his adult life, found a handicapped friend to unlock his latent intellect.

After this he made The Billion Dollar Bubble, which introduced James Woods to British audiences, and Gossip from the Forest with John Shrapnel. He went on to direct Dennis Potter's Blue Remembered Hills with, among others, Colin Welland, Helen Mirren and John Bird, as well as Breaking Glass with Hazel O'Connor, Phil Daniels and Jonathan Pryce.

In Hollywood, he directed Poltergeist II and HBO specials which included biographies of Simon Wiesenthal and Josephine Baker. He followed up with the Tina Turner biopic, What's Love Got to Do with It, and The Juror. In 1998 he directed his last film, Still Crazy.

Gibson married the leading lady of his TV film ""The Josephine Baker Story"" Lynn Whitfield. They had a daughter named Grace Gibson and divorced in 1992. He remarried Paula Rae Gibson and had another daughter before he died of Ewing's sarcoma, a form of cancer, at his London home in 2004. He was 59 years old.

Description above from the Wikipedia article Brian Gibson (director), licensed under CC-BY-SA, full list of contributors on Wikipedia​","London, England, UK",/jjc2ARxLzv3El2tHeEUKC89vPtW.jpg
1822,1958-01-04,Acting,,6104,Julian Sands,2,"​From Wikipedia, the free encyclopedia.  

Julian R. Sands (born 4 January 1958) is an English actor, known for his roles in the Best Picture nominee The Killing Fields, the cult film Warlock, A Room with a View, Arachnophobia, Vatel and the television series 24.","Otley, Yorkshire, England, UK",/hDb4UlbeTvvVK53Cmh7W0Ijo41h.jpg
1823,,Acting,,1039871,Harry O'Toole,0,,,/xFyV4ba97l50tzVh2e7GudksUsb.jpg
1824,1955-05-27,Acting,,31028,Richard Schiff,2,"Richard Schiff (born May 27, 1955) is an American actor. He is best known for playing Toby Ziegler on the NBC television drama The West Wing, a role for which he received an Emmy Award. Schiff made his directorial debut with The West Wing, directing an episode entitled ""Talking Points.""

Description above from the Wikipedia article Richard Schiff, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Bethesda, Maryland, USA",/xlAqt3pkr4GU4yNmXzneQd83Qq.jpg
1825,1971-01-24,Acting,,49276,Kenya Moore,1,"From Wikipedia, the free encyclopedia.

Kenya Summer Moore (born January 24, 1971) is an American film and television actress, producer, model and author.

She is recognizable for her roles in movies such as Waiting to Exhale, Deliver Us from Eva and the 2007 Lindsay Lohan thriller I Know Who Killed Me. One of her best acting roles came in the independent film Trois which also starred Gretchen Palmer and CSI: Crime Scene Investigation star Gary Dourdan. Trois went on to become one of the highest grossing African-American films of 2000. She has appeared on the cover of several major magazines, including Glamour, Seventeen, Ebony and Essence.

Kenya has also been featured in several music videos, including R&amp;B group Shai's ""I Don't Wanna Be Alone"", rapper Nas' ""Street Dreams"" and the Jay-Z &amp; Jermaine Dupri Grammy-nominated hit ""Money Ain't a Thang"".

She founded the Kenya Moore Foundation which awards scholarships to under-privileged girls from her high school alma-mater. In 2007, she released her first book Game, Get Some!, that coaches men on how to get the woman of their dreams as she reveals the secrets of what women really desire from men.

In 2010 Moore starred in the film Trapped: Haitian Nights.

Description above from the Wikipedia article Kenya Moore, licensed under CC-BY-SA, full list of contributors on Wikipedia","Detroit, Michigan, USA",/l8AKwk8PGKjFINI33owmapTSXf3.jpg
1826,1948-07-12,Acting,2017-08-24,21105,Jay Thomas,2,,"Kermit, Texas, USA",/uA6okci70tAGTHeuC1JQQjrlKir.jpg
1827,1959-02-08,Acting,,15319,Henry Czerny,2,"Henry Czerny is a Canadian stage, film and television actor, best known for playing regular character Conrad Grayson in the television series ""Revenge"". He's a graduate of the National Theatre School in Montreal, Quebec, Canada.","Toronto, Ontario, Canada",/zOWZzRmliKf9032IOOq0a3jXhVv.jpg
1828,1953-09-16,Acting,,87131,Lenny Clarke,2,,,/jRjarFWfRM8PrjDhIQcMI6oDPjz.jpg
1829,1950-06-05,Acting,2015-03-01,1473,Daniel von Bargen,2,,"Cincinnati, Ohio, USA",/fFiiZCvBCqQ4xmCzYpMJQ7xboP3.jpg
1830,1948-06-19,Acting,,119598,Phylicia Rashād,1,"From Wikipedia, the free encyclopedia.  Phylicia Rashād (born Phylicia Ayers-Allen; June 19, 1948) is an American Tony Award winning actress and singer, best known for her role as Clair Huxtable on the long-running NBC sitcom The Cosby Show.

In 2004, Rashād became the first African-American actress to win the Tony Award for Best Performance by a Leading Actress in a Play, for her role in the revival of A Raisin in the Sun .

She resumed the role in the 2008 television adaption of A Raisin in the Sun, which earned her the 2009 NAACP Image Award for Outstanding Actress in a Television Movie, Mini-Series or Dramatic Special.

Rashād was dubbed ""the mother"" of the African American community at the 42nd NAACP Image Awards.

Description above from the Wikipedia article Phylicia Rashād, licensed under CC-BY-SA,full list of contributors on Wikipedia.","Houston, Texas, USA",/88MQJyzIBPyCU9wQxt7NUvwVX7r.jpg
1831,1950-03-16,Acting,,18794,Kate Nelligan,1,"Patricia Colleen ""Kate"" Nelligan (born March 16, 1951) is a Canadian stage, film and television actress.

Description above from the Wikipedia article Kate Nelligan, licensed under CC-BY-SA, full list of contributors on Wikipedia","London, Ontario, Canada",/4GpQvniLNMKF19qtHMb0tBBgNce.jpg
1832,,Acting,,1114784,Rachel Flanagan,1,,,/pI10KQrfCaUI87MJTgb5wlzsk4L.jpg
1833,,Acting,,1607159,Robert O'Neill,2,,,/4cQYcaZbDxvBKoUcsdIHaJKwMvc.jpg
1834,1934-07-01,Acting,2008-05-26,2226,Sydney Pollack,2,"Sydney Irwin Pollack was an American film director, producer and actor. Pollack studied with Sanford Meisner at the Neighborhood Playhouse in New York City, where he later taught acting. He began directing television shows in the 1960s before moving to films.

Pollack directed more than 21 films and 10 television shows, acted in over 30 films or shows, and produced over 44 films. Some of his best known works include Jeremiah Johnson (1972), The Way We Were (1973), Three Days of the Condor (1975) and Absence of Malice (1981). His 1985 film Out of Africa won him Academy Awards for directing and producing; he was also nominated for Best Director Oscars for They Shoot Horses, Don't They? and Tootsie, in the latter of which he also appeared. His later films included Havana (1990), The Firm (1993), Sabrina (1995), The Interpreter (2005), and as producer for and actor in Michael Clayton (2007).","Lafayette, Indiana, USA",/zxkoU2diKtvarV1Qk4z9He2lJj9.jpg
1835,,Acting,,3133,Patricia Vonne,1,"Patricia Vonne is an American singer and actress. A native of San Antonio, Texas, Vonne, born Patricia Rodriguez, moved to New York City in 1990-2001 to pursue her artistic ambitions. She worked extensively in Europe and America and was featured in national/international commercials, and film work. She formed her own musical band, which performed on the New York circuit from 1998-2001. She then relocated to her native Texas where she currently tours extensively in the U.S., Mexico and Europe. She toured as a member of Tito &amp; Tarantula, the band featured in the film From Dusk Till Dawn in 2002. Her song, ""Traeme Paz"", was featured in the film Once Upon a Time in Mexico. Her song ""Mudpies and Gasoline"" is featured in the Quentin Tarantino presented film Hell Ride. She is the sister of Angela Lanza, Marcel Rodriguez and Robert Rodriguez.",San Antonio - Texas - USA,/hQ5YETklKKI8FwTZoDREDYJ0K4I.jpg
1836,,Acting,,237613,Hetta Charnley,0,,,
1837,,Acting,,1607153,Ray Huffman,2,,,/oDoCplEfecxlops7jLZKS3mIzDE.jpg
1838,1959-02-16,Acting,,91756,Hazelle Goodman,0,,"Trinidad, West Indies",/kTa2cn8cuJdxKJBqFnYHibIknI9.jpg
1839,1942-04-22,Acting,,129452,Denis Lill,2,"Denis Lill is a New Zealand born British based actor who is best known for the TV series Survivors, Only Fools and Horses and The Royal.","Hamilton, Waikato, New Zealand",/9tbJGo2OC4dzr8Mpk3QM0sMfdMb.jpg
1840,,Acting,,119686,Jessica Manley,0,"Jessica's first performance was as a 5 year old in the regional theatre where her father was Artistic Director and her mother was an actress and writer. Jessica - who goes by the name Jess - moved into a variety of roles in TV series before playing the part of Margot in the TV mini-series, Anne Frank - The Whole Story, a part that had particular resonance for her since her Jewish grandparents emigrated to England a few years before World War Two started. Jess returned to the UK to study classical acting at the Guildhall School of Music and Drama and now works in the USA and UK in theatre, film and TV. She is also Artistic Director of the Listed Theatre Company - a site-specific theatre company aiming to reawaken awareness of the beautiful and unusual heritage sites that make up our landscape. The company commissions new innovative writing for specific heritage sites, so that the fusion of the two can bring the public's awareness to properties otherwise overlooked in their community.",,/svrshCrATQaIwciFVTF7ksa1aen.jpg
1841,1971-08-31,Acting,,66,Chris Tucker,2,"Christopher ""Chris"" Tucker (born August 31, 1971) is an American actor and comedian, best known for his roles as Detective James Carter in the Rush Hour trilogy and Smokey in the 1995 film Friday.  Tucker was born in Atlanta, Georgia, the youngest son of Mary Louise and Norris Tucker. Tucker was raised in Decatur, Georgia. After graduating from Columbia High School, he moved to Los Angeles to pursue a career in comedy and movies. In 1992, Tucker was a frequent performer on Def Comedy Jam. He made his cinematic debut in House Party 3, and gained greater film recognition alongside rapper Ice Cube in the 1995 film Friday. In 1997, he co-starred with Charlie Sheen in Money Talks, and alongside Bruce Willis in The Fifth Element. Tucker did not reprise his role of Smokey in Next Friday (2000) because he had become a born-again Christian after filming Money Talks (1997).He later starred in the 1998 martial arts action comedy Rush Hour and its sequels, Rush Hour 2 and Rush Hour 3, in which he played James Carter, an abrasive wise-cracking detective.  Tucker is good friends with fellow Rush Hour star Jackie Chan, and was also close friends with the late singer Michael Jackson, introducing and dancing with him at his 30th Anniversary Special, appearing in Jackson's video ""You Rock My World"" from his 2001 album Invincible and attending Jackson's memorial service. A friend of Bill Clinton, Tucker has traveled with the former President overseas, though he endorsed Barack Obama rather than Hillary Clinton in the 2008 primaries. On February 13, 2009, Tucker participated in the NBA All-Star Weekend's Celebrity Game.","Atlanta, Georgia, USA",/xtAK4hFyDjSYhZ9oRhppuVcLi80.jpg
1842,1943-07-21,Acting,2014-12-31,52995,Edward Herrmann,2,"Edward Kirk Herrmann, born July 21, 1943, in Washington, D.C., was an American television and film actor. He is best known for his Emmy-nominated portrayals of Franklin D. Roosevelt on television, to younger generations for his role as Richard Gilmore in Gilmore Girls, as a ubiquitous narrator for historical programs on the History Channel, and as the spokesperson for Dodge automobiles in the 1990s.

Hermann died from brain cancer, Wednesday, December 31, 2014, in a hospital in New York City.","Washington, D.C., U.S.",/3AGRAverIuT6kgSfGQPiY55QZzG.jpg
1843,,Acting,,148587,Jessica Robertson,0,,,
1844,1964-09-16,Acting,,28640,Molly Shannon,1,"From Wikipedia, the free encyclopedia.

Molly Helen Shannon (born September 16, 1964) is an American comic actress best known for her work as a cast member on Saturday Night Live from 1995–2001 and for starring in the films Superstar and Year of the Dog. More recently, she starred in NBC's Kath &amp; Kim from 2008–2009 and on the TBS animated series Neighbors from Hell.

Description above from the Wikipedia article Molly Shannon, licensed under CC-BY-SA, full list of contributors on Wikipedia","Shaker Heights, Ohio, USA",/11Ade9QKtTSwUeRNH9cVCWoaeQj.jpg
1845,1940-07-28,Acting,,61969,Phil Proctor,2,,"Goshen, Indiana, USA",/wjb1LdfQ8tDJ65TWqj6VRCuLhSC.jpg
1846,1939-01-01,Acting,,14149,Renato Scarpa,2,"Renato Scarpa (né en 1939 à Milan, en Lombardie) est un acteur italien.",Milan - Lombardy - Italy,/4jANi4vGdTqFG7a5OjtbM9ikwOe.jpg
1847,,Acting,,38404,Véronique Barrault,0,,,/pTGKdtNZBjinhGa6ZyHjNArmpCs.jpg
1848,,Acting,,87134,Herbie Ade,0,,,
1849,,Acting,,1607135,John Blaisse,2,,,/50cJ8i2n3ILa2cGw0jnJ1qdUwEE.jpg
1850,,Acting,,1107809,Martin Serene,0,,,
1851,,Acting,,2120439,Cynthia Noritake,0,,,
1852,1963-06-09,Acting,,85,Johnny Depp,2,"John Christopher ""Johnny"" Depp II (born June 9, 1963 in Kentucky) is an American actor and musician. He has been nominated for three Academy Awards and has won the Golden Globe and Screen Actors Guild Awards for Best Actor.

Depp rose to prominence on the 1980s television series 21 Jump Street, becoming a teen idol. Turning to film, he played the title character of Edward Scissorhands (1990), and later found box office success in films such as Sleepy Hollow (1999), Pirates of the Caribbean: The Curse of the Black Pearl (2003), Charlie and the Chocolate Factory (2005), and Rango (2011). He has collaborated with director and friend Tim Burton in seven films, including Sweeney Todd: The Demon Barber of Fleet Street (2007) and Alice in Wonderland (2010). Depp has gained acclaim for his portrayals of people such as Edward D. Wood, Jr., in Ed Wood, Joseph D. Pistone in Donnie Brasco, Hunter S. Thompson in Fear and Loathing in Las Vegas, George Jung in Blow, and the bank robber John Dillinger in Michael Mann's Public Enemies.

Films featuring Depp have grossed over $2.6 billion at the United States box office and over $6 billion worldwide. He has been nominated for top awards many times, winning the Best Actor Awards from the Golden Globes for Sweeney Todd: The Demon Barber of Fleet Street and from the Screen Actors Guild for Pirates of the Caribbean: The Curse of the Black Pearl. He also has garnered a sex symbol status in American cinema, being twice named as the Sexiest man alive by People magazine in 2003 and 2009.","Owensboro, Kentucky, USA ",/kbWValANhZI8rbWZXximXuMN4UN.jpg
1853,1942-09-16,Acting,,27425,Constantine Gregory,2,,"New York City, New York, USA",/2zJA2LCS6utcD9hvXpDkRtY55ZO.jpg
1854,1934-08-05,Acting,2009-09-11,47458,Zakes Mokae,2,,"Johannesburg, South Africa",/sxzqrmSm7Kd7eSHzos7UeiT0mke.jpg
1855,1972-08-17,Acting,,286298,Kelly De Martino,1,Kelly De Martino is an American actress and singer/songwriter.,"Los Angeles, California, USA",/fW7RyHXxEnAoWOhnCbwBqMiJ0Hs.jpg
1856,1959-01-01,Acting,,13516,Reinout Bussemaker,2,"Reinout Bussemaker (born 1959, Leiden) is a Dutch actor. He first spent a year at the Toneelschool Maastricht, but graduated from the drama school in Arnhem in 1986. In 1993 he had one of the leading roles in the Dutch version of Dynasty, Diamant. Reinout is the father of Dutch actor Hunter Bussemaker.

Desciption above is a translated excerpt from Wikipedia (nl) article Reinout Bussemaker. Wikipedia (nl) the free online encyclopedia, licensed under CC BY-SA 3.0. Full list of contributors on Wikipedia (nl) article Reinout Bussemaker","Leiden, Zuid-Holland, Netherlands",/g0XgcYDjbNEdHdKArOREBOxtcsr.jpg
1857,1963-12-08,Acting,,17859,Wendell Pierce,2,"Wendell Pierce (born December 8, 1962) is an American actor, best known for his portrayal of Detective Bunk Moreland on the HBO drama The Wire.

Description above from the Wikipedia article Wendell Pierce, licensed under CC-BY-SA, full list of contributors on Wikipedia.","New Orleans, Louisiana, USA",/uOsldo9Pkl0E79UbIXX5tZZmC8F.jpg
1858,,Acting,,91030,Michael Mantell,2,Michael Mantell is an actor.,,/80CLXfrPC9BoqhjsV5k5rzm5XQL.jpg
1859,1956-07-20,Acting,,4994,Ryo Ishibashi,2,"​From Wikipedia, the free encyclopedia.  

Ryo Ishibashi (born July 20, 1956) is a Japanese actor and international celebrity. He is known around the world for his roles in the classic Japanese Horror films Suicide Club and Audition. He is also recognized in America for his role as Nakagawa in The Grudge and The Grudge 2.

Ishibashi was born in Kurume, Fukuoka, Kyūshū, Japan. He started his career by starting his own band called the ARB (Alexander Ragtime Band) in 1977. The band made their debut in 1978, and made over a dozen albums until they broke up in 1990. Recently, Ishibashi has resumed his musical activity and re-formed ARB with an album, Real Life in 1998. In 1986, Ishibashi made his movie debut in the film A-Hômansu in which ARB's 13th single ""After 45"" was used as its theme song. Ryo Ishibashi has been concentrating on his acting career, and has appeared in several movies outside his native country Japan, and became an internationally recognized celebrity.

He won the award for Best Actor at the 11th Yokohama Film Festival for A Sign Days.

Ishibashi has been married to Mieko Harada since 1987 and has three children.

Description above from the Wikipedia article Ryo Ishibashi, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Kurume, Fukuoka, Kyushu, Japan",/aPyICNQIlt0kUlIbXSQ21bK2mo2.jpg
1860,1963-03-11,Acting,,83701,Alex Kingston,1,"Alex Kingston is a British film and television actress, best known for playing Dr. Elizabeth Corday on the medical drama ""ER"" and River Song in the television series ""Doctor Who"".","Epsom, Surrey, England, UK",/ILVF4kVf7asMOQ9J7mq50TbyPL.jpg
1861,1920-09-18,Acting,2006-07-19,5251,Jack Warden,2,"Jack Warden was an American television and film character actor, born John Warden Lebzelter in Newark, New Jersey. He was twice nominated for an Academy Award for Best Supporting Actor for Shampoo (1975) and Heaven Can Wait (1978). He also received a BAFTA nomination for the former movie and won an Emmy for his performance in Brian's Song (1971).  

Expelled from high school for fighting, Warden eventually fought as a professional boxer under the name Johnny Costello winning 13 welterweight bouts to little financial success.   Warden worked a number of odd jobs before joining the United States military in 1938, rotating through numerous branches of the US armed forces, finishing his career as a Master Sergeant with the 501st Parachute Infantry Regiment of the 101st Airborne Division.  

Following his military service, Warden studied theatre, performing on stage for five years, before making his television debut in 1948 on The Philco Television Playhouse and Studio One.  He earned his first credited film role with The Man with My Face in 1952, just prior to his breakout performance as Juror No. 7 in 12 Angry Men. Warden continued to appear in many television series and films over the years. He received a supporting actor Emmy Award for his performance as Chicago Bears coach George Halas in the television movie Brian's Song, and was twice nominated for his starring role in the 1980s comedy/drama series, Crazy Like a Fox.  Appearing in more than one hundred movies, Wardon typically played gruff cops, sports coaches, trusted friends or similar roles over his six decade career.  His final film was The Replacements in 2000, after which he suffered from declining health and retired from acting before passing of heart and kidney failure in a New York hospital at the age of 85.  ","Newark, New Jersey, USA ",/7Pfj27pVjkQIu5HS85MlGdsl7MQ.jpg
1862,1972-09-27,Acting,,12052,Gwyneth Paltrow,1,"Paltrow made her acting debut on stage in 1990 and started appearing in films in 1991. She gained early notice for her work in films such as Se7en (1995), Emma (1996), in which she played the title role, and Sliding Doors (1998). She garnered worldwide recognition through her performance in Shakespeare in Love (1998), for which she won the Academy Award for Best Actress, a Golden Globe Award and two Screen Actors Guild Awards, for Outstanding Lead Actress and as a member of the Outstanding Cast. Since then, Paltrow has portrayed supporting as well as lead roles in films such as The Talented Mr. Ripley (1999), Shallow Hal (2001) and Proof (2005), for which she earned a Golden Globe nomination as Best Actress in Motion Picture Drama. In 2008, she appeared in the highest grossing movie of her career, the superhero film Iron Man, and then reprised her role as Pepper Potts in its sequel, Iron Man 2 (2010). Paltrow has been the face of Estée Lauder's Pleasures perfume since 2005.","Los Angeles, California, USA",/uSidH77gLyon3Zpg6y1GxpKJMdZ.jpg
1863,,Acting,,1074169,David Michael Silverman,0,,,
1864,1953-09-01,Acting,,78494,Beau Billingslea,2,"Beau Billingslea was born on December 18, 1944 in Charleston, South Carolina, USA as John Daniel Billingslea Jr. He is known for his work on Halloween H20: 20 Years Later (1998), Cowboy Bebop: The Movie (2001) and Final Fantasy VII: Advent Children (2005). He is married to Cecelia Marie Thompson. They have two children.","Charleston, South Carolina, USA",/3Ooz7bdkkSwwbzOs9SPXIXvGKYQ.jpg
1865,1952-06-30,Acting,,61968,Patrick Pinney,2,,"Los Angeles, California, USA",/t2dM1NsGohkGpETRUF56W8vEbpA.jpg
1866,,Directing,,77867,Stephen Low,2,,,
1867,1958-07-08,Acting,,4724,Kevin Bacon,2,"Kevin Norwood Bacon (born July 8, 1958) is an American film and theater actor whose notable roles include Animal House, Diner, Footloose, Flatliners, A Few Good Men, Apollo 13, Mystic River, The Woodsman, Friday the 13th, Hollow Man, Tremors and Frost/Nixon.

Bacon has won Golden Globe and Screen Actors Guild Awards, was nominated for an Emmy Award, and was named by The Guardian as one of the best actors never to have received an Academy Award nomination.

In 2003, Bacon received a star on the Hollywood Walk of Fame.

 Description above from the Wikipedia article Kevin Bacon, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Philadelphia, Pennsylvania, USA",/bMVujB1SaHhXD5gQdO4Xf47WXD3.jpg
1868,,Acting,,1811956,Joe Bacino,2,,,/p1V6C3xcZ9R0U6uEfu3eDwEfKhF.jpg
1869,1954-04-09,Acting,,1216752,Frank Medrano,2,,,/rMd8vzLUCOGnp3d1mDF1GJJnjvy.jpg
1870,1977-03-24,Acting,,27261,Olivia Burnette,1,"Olivia Nicole Burnette (born March 24, 1977) is an American actress

Description above from the Wikipedia article Olivia  Burnette  licensed under CC-BY-SA, full list of contributors on Wikipedia.","San Clemente, California, USA",/cn8n42CWGUSBI1NNiarVIP9Lyr6.jpg
